Receipt No.,Account,Transaction_Type,Money_In,Money_Out,Balance,DayOfWeekName,Completion Time
JFDON3CWFP,Edwards and Sons,Pay Bill,0.0,1500.0,4206.75,Monday,2023-09-11 17:21:12
5RUJ8GVXXN,Santos PLC,Bank Transfer,4534.0,0.0,5706.75,Monday,2023-09-11 15:00:23
HVOE6BAWEQ,Mpesa Charges,Mpesa Charges,0.0,7.0,1172.75,Monday,2023-09-11 14:57:28
QC7FF6VOIF,Donna Jones,Send Money,0.0,500.0,1179.75,Monday,2023-09-11 14:57:28
F6A8LZ0J2R,Mpesa Charges,Mpesa Charges,0.0,34.0,1679.75,Monday,2023-09-11 14:57:03
7V5EWISL9J,Yates-Dunn,Pay Bill,0.0,4000.0,1713.75,Monday,2023-09-11 14:57:03
FVIJXFQ0C1,"Schneider, Henderson and Daniel",Till No,0.0,500.0,5713.75,Sunday,2023-09-10 19:31:47
BSULUXDCJU,Mpesa Charges,Mpesa Charges,0.0,10.0,6213.75,Saturday,2023-09-09 22:26:17
YUP0L6C47R,Lewis PLC,Pay Bill,0.0,1000.0,6223.75,Saturday,2023-09-09 22:26:17
RNXD5GNG9B,"Smith, Mcknight and Brown",Till No,0.0,100.0,7223.75,Saturday,2023-09-09 18:49:58
J1SLNF2IH8,Jones Inc,Till No,0.0,475.0,7323.75,Saturday,2023-09-09 10:55:43
7D5IOLXIRH,Mayo-Yates,Pay Bill,0.0,100.0,7798.75,Saturday,2023-09-09 08:00:39
H1UVX0T18F,Kara Thompson,Pochi,0.0,30.0,7898.75,Saturday,2023-09-09 07:56:56
BR5A0Y45YM,Andrew Rhodes,Send Money,0.0,30.0,7928.75,Saturday,2023-09-09 07:48:45
G0GULX0RR9,"Smith, Mcknight and Brown",Till No,0.0,80.0,7958.75,Friday,2023-09-08 20:07:33
9MI23SOIOP,Mpesa Charges,Mpesa Charges,0.0,18.0,8038.75,Friday,2023-09-08 13:44:12
RDPAE5UUAG,Hernandez-Hawkins,Pay Bill,0.0,11404.0,8056.75,Friday,2023-09-08 13:44:12
F3BXOIIJCB,"Franklin, Hatfield and Wilson",Till No,0.0,180.0,19460.75,Friday,2023-09-08 12:48:15
I3S4PWF1WS,Patrick Ltd,Till No,0.0,400.0,19640.75,Friday,2023-09-08 12:45:09
0TZ6P2L501,Eric Smith,Send Money,0.0,40.0,20040.75,Friday,2023-09-08 11:32:25
WOB5YYIICQ,Mpesa Charges,Mpesa Charges,0.0,33.0,20080.75,Friday,2023-09-08 11:31:06
FYBOEE2ATO,Daniel Johnson,Send Money,0.0,2000.0,20113.75,Friday,2023-09-08 11:31:06
6JLEWGM8PS,Ward and Sons,Bank Transfer,22000.0,0.0,22113.75,Friday,2023-09-08 11:29:41
MOLHJH5TXU,Heather Garcia,Send Money,0.0,50.0,113.75,Friday,2023-09-08 10:54:59
QK3BCYJXRA,Mpesa Charges,Mpesa Charges,0.0,83.0,163.75,Wednesday,2023-09-06 10:28:22
Q1C4EZKN9D,"Caldwell, King and Taylor",Pay Bill,0.0,31300.0,246.75,Wednesday,2023-09-06 10:28:22
ZH4AKT5MQL,Shwari Withdraw,Mshwari Withdraw,22500.0,0.0,31546.75,Wednesday,2023-09-06 10:25:34
OCAT581KZW,Klein PLC,Bank Transfer,5900.0,0.0,9046.75,Wednesday,2023-09-06 10:24:44
A3ZQRBIRDF,Mpesa Charges,Mpesa Charges,0.0,7.0,3146.75,Wednesday,2023-09-06 08:20:43
ZYWYJTAMH2,Kaitlyn Davis,Send Money,0.0,270.0,3153.75,Wednesday,2023-09-06 08:20:43
G6XVNCTJBF,"Carlson, Smith and Thomas",Till No,0.0,15.0,3423.75,Wednesday,2023-09-06 07:51:57
60MGWGY75O,"Carlson, Smith and Thomas",Till No,0.0,312.0,3438.75,Wednesday,2023-09-06 07:50:14
E94O8RLPVG,Mpesa Charges,Mpesa Charges,0.0,7.0,3750.75,Wednesday,2023-09-06 07:32:00
TVFAXJB51X,Scott Griffin,Pochi,0.0,200.0,3757.75,Wednesday,2023-09-06 07:32:00
Y1TF5GFCCZ,"Randolph, Roberson and Gonzalez",Till No,0.0,2630.0,3957.75,Tuesday,2023-09-05 21:09:01
HARKXSAQR9,Shwari Withdraw,Mshwari Withdraw,5000.0,0.0,6587.75,Tuesday,2023-09-05 21:06:28
8YGMV1L7Q4,Mpesa Charges,Mpesa Charges,0.0,7.0,1587.75,Tuesday,2023-09-05 19:26:29
2OFQ90C44T,Marissa Simon,Send Money,0.0,500.0,1594.75,Tuesday,2023-09-05 19:26:29
B3O8OW2O4W,Mpesa Charges,Mpesa Charges,0.0,13.0,2094.75,Tuesday,2023-09-05 18:33:31
WQAJVVFYBS,Stacey Costa,Send Money,0.0,800.0,2107.75,Tuesday,2023-09-05 18:33:31
EVXFCXIIMF,Mpesa Charges,Mpesa Charges,0.0,5.0,2907.75,Tuesday,2023-09-05 11:45:58
RIKKT1WBV9,White-Fowler,Pay Bill,0.0,500.0,2912.75,Tuesday,2023-09-05 11:45:58
D323VSRSGX,"Smith, Mcknight and Brown",Till No,0.0,80.0,3412.75,Monday,2023-09-04 19:29:07
MN5J12VHUP,Wells-Day,Till No,0.0,50.0,3492.75,Sunday,2023-09-03 18:06:50
DJLN0DPKFA,"Johnson, Craig and Garcia",Till No,0.0,254.0,3542.75,Sunday,2023-09-03 18:05:02
SU87GL88WZ,Mpesa Charges,Mpesa Charges,0.0,7.0,3796.75,Sunday,2023-09-03 17:33:24
98BC6WOA80,Steven Sosa,Send Money,0.0,120.0,3803.75,Sunday,2023-09-03 17:33:24
AQ2CDXF77W,"Armstrong, Price and Ortiz",Till No,0.0,2130.0,3923.75,Sunday,2023-09-03 16:39:57
HOE14HLBL4,Mpesa Charges,Mpesa Charges,0.0,7.0,6053.75,Sunday,2023-09-03 11:59:47
CNVZ2PTWGO,Evan Rivera,Send Money,0.0,140.0,6060.75,Sunday,2023-09-03 11:59:47
10J3S51J3V,Smith-Lane,Till No,0.0,800.0,6200.75,Saturday,2023-09-02 18:38:12
3XVH9EAP52,Samantha Walters,Send Money,0.0,100.0,7000.75,Saturday,2023-09-02 17:54:09
YOWYWYBDES,Airtime Purchase,Airtime Purchase,0.0,500.0,7100.75,Saturday,2023-09-02 12:34:23
4QGXTT2YMW,Sonya Greene,Send Money,0.0,65.0,7600.75,Saturday,2023-09-02 09:50:27
Q10COHSD72,Mpesa Charges,Mpesa Charges,0.0,7.0,7665.75,Friday,2023-09-01 19:33:48
42ZSYNA8IJ,Nicole Carrillo,Send Money,0.0,240.0,7672.75,Friday,2023-09-01 19:33:48
M217E5P6EF,"Keith, Phillips and Singleton",Pay Bill,0.0,4100.0,7912.75,Friday,2023-09-01 08:11:04
N670UDOE4D,Other,Other,0.0,1000.0,12012.75,Friday,2023-09-01 08:09:17
BHDXY3CWXS,Shwari Withdraw,Mshwari Withdraw,10000.0,0.0,13012.75,Friday,2023-09-01 08:06:47
YGEPWZBGX2,Mpesa Charges,Mpesa Charges,0.0,33.0,3012.75,Thursday,2023-08-31 20:53:17
F70WNS748R,Katie Valdez,Send Money,0.0,1776.0,3045.75,Thursday,2023-08-31 20:53:17
6SF0IITRB3,Mpesa Charges,Mpesa Charges,0.0,23.0,4821.75,Thursday,2023-08-31 15:54:02
DWI7UQGTGV,Joseph Evans,Send Money,0.0,1244.0,4844.75,Thursday,2023-08-31 15:54:02
OMSJJJB9Y4,Shwari Withdraw,Mshwari Withdraw,5000.0,0.0,6088.75,Thursday,2023-08-31 15:53:29
I8CUO7TM10,"Hill, Matthews and Martin",Till No,0.0,300.0,1088.75,Thursday,2023-08-31 12:18:34
01R6XRNY10,Mpesa Charges,Mpesa Charges,0.0,13.0,1388.75,Wednesday,2023-08-30 19:03:16
16O7AY81ZZ,Michelle Lewis,Send Money,0.0,610.0,1401.75,Wednesday,2023-08-30 19:03:16
SUXML7WM3E,Miller-Gallagher,Till No,0.0,550.0,2011.75,Wednesday,2023-08-30 18:08:44
UICDWVZQR1,"Stanley, Potter and Morales",Till No,0.0,65.0,2561.75,Wednesday,2023-08-30 16:17:06
DPDW8RJLWD,Krueger-Best,Till No,0.0,10.0,2626.75,Wednesday,2023-08-30 15:38:19
HWZLBPFM08,Mpesa Charges,Mpesa Charges,0.0,33.0,2636.75,Wednesday,2023-08-30 15:34:04
TVXJSNKTLH,Katherine Mclaughlin,Send Money,0.0,1710.0,2669.75,Wednesday,2023-08-30 15:34:04
TM561MIT87,Mayo-Yates,Pay Bill,0.0,100.0,4379.75,Wednesday,2023-08-30 08:45:49
OO3TGRWR7A,Mpesa Charges,Mpesa Charges,0.0,7.0,4479.75,Wednesday,2023-08-30 08:43:40
IPKZGLLJR1,Sylvia Wilson,Send Money,0.0,290.0,4486.75,Wednesday,2023-08-30 08:43:40
79GUI067HY,Mpesa Charges,Mpesa Charges,0.0,23.0,4776.75,Tuesday,2023-08-29 19:36:10
XTR4J07568,Andrew Weaver,Send Money,0.0,1390.0,4799.75,Tuesday,2023-08-29 19:36:10
M0R6M7V6R9,Mpesa Charges,Mpesa Charges,0.0,25.0,6189.75,Tuesday,2023-08-29 15:46:31
ZFCT90IL0Y,Howard Inc,Pay Bill,0.0,3000.0,6214.75,Tuesday,2023-08-29 15:46:31
NTWDZDAS9I,Mpesa Charges,Mpesa Charges,0.0,23.0,9214.75,Tuesday,2023-08-29 09:14:57
ORJCHUS86H,Stacy Myers,Send Money,0.0,1300.0,9237.75,Tuesday,2023-08-29 09:14:57
AENQXEPBNM,Mpesa Charges,Mpesa Charges,0.0,13.0,10537.75,Monday,2023-08-28 19:13:31
VSWE5F1NYH,Hayley Williams,Send Money,0.0,1000.0,10550.75,Monday,2023-08-28 19:13:31
58L5CRJEVF,Mpesa Charges,Mpesa Charges,0.0,5.0,11550.75,Monday,2023-08-28 17:56:44
NE1C6QRHUG,White-Fowler,Pay Bill,0.0,500.0,11555.75,Monday,2023-08-28 17:56:44
ZFOC0F4F87,"Johnson, Craig and Garcia",Till No,0.0,65.0,12055.75,Monday,2023-08-28 09:48:45
OJJ07OX7TH,"Smith, Mcknight and Brown",Till No,0.0,85.0,12120.75,Sunday,2023-08-27 15:44:36
XCVQCPIM2F,Mpesa Charges,Mpesa Charges,0.0,34.0,12205.75,Sunday,2023-08-27 10:02:43
RYU4NP13VB,Williams and Sons,Pay Bill,0.0,3510.0,12239.75,Sunday,2023-08-27 10:02:43
WWAC3G2U9F,"Willis, Lopez and Spencer",Till No,0.0,500.0,15749.75,Saturday,2023-08-26 19:28:09
JJMA5YEGPB,Mpesa Charges,Mpesa Charges,0.0,57.0,16249.75,Saturday,2023-08-26 19:00:58
44KTJ8MTZX,"Bridges, Blackwell and Meyer",Pay Bill,0.0,12000.0,16306.75,Saturday,2023-08-26 19:00:58
LL1J1C93RD,Shwari Withdraw,Mshwari Withdraw,20000.0,0.0,28306.75,Saturday,2023-08-26 19:00:19
33KFZBSKTT,Michelle Gill,Send Money,0.0,50.0,8306.75,Saturday,2023-08-26 13:07:02
GCUKUVPUJK,"Gomez, Rice and Simpson",Till No,0.0,218.0,8356.75,Saturday,2023-08-26 12:50:02
SDG263MSUX,"Ellison, Douglas and Phelps",Pay Bill,0.0,100.0,8574.75,Saturday,2023-08-26 10:38:03
R4IVBTS833,Kelsey Potter,Receive Money,2700.0,0.0,8674.75,Saturday,2023-08-26 08:53:33
A0MIGJQ6YP,Charlotte Davis,Receive Money,2700.0,0.0,8674.75,Saturday,2023-08-26 08:53:33
HSDIV7PRMG,"Willis, Lopez and Spencer",Till No,0.0,200.0,5974.75,Friday,2023-08-25 20:31:22
LUAQ5S8M81,Ochoa LLC,Till No,0.0,140.0,6174.75,Friday,2023-08-25 09:44:00
LJHXL46I5P,Mpesa Charges,Mpesa Charges,0.0,7.0,6314.75,Thursday,2023-08-24 23:09:24
NBBTNY5ACY,Evan Moon,Send Money,0.0,430.0,6321.75,Thursday,2023-08-24 23:09:24
6ZTA6M7ZNW,"Robertson, Schneider and Jimenez",Till No,0.0,1074.0,6751.75,Thursday,2023-08-24 16:38:29
C8MCSPER79,"Smith, Mcknight and Brown",Till No,0.0,90.0,7825.75,Wednesday,2023-08-23 19:55:27
I7WFH5TNGR,Austin Velez,Send Money,0.0,100.0,7915.75,Wednesday,2023-08-23 19:51:11
STMU49CW87,Reeves-Copeland,Till No,0.0,1698.0,8015.75,Wednesday,2023-08-23 19:34:26
VCPX0DVAOK,Mpesa Charges,Mpesa Charges,0.0,13.0,9713.75,Wednesday,2023-08-23 18:49:48
AOVYMMXHZT,Katherine Deleon,Send Money,0.0,1000.0,9726.75,Wednesday,2023-08-23 18:49:48
M89KTRS8DJ,Mpesa Charges,Mpesa Charges,0.0,108.0,10726.75,Wednesday,2023-08-23 18:44:04
AKUTA1N56J,Gordon and Sons,Pay Bill,0.0,69000.0,10834.75,Wednesday,2023-08-23 18:44:04
YAVLHTIBP7,Shwari Withdraw,Mshwari Withdraw,69500.0,0.0,79834.75,Wednesday,2023-08-23 18:40:11
3JAX2Q4X5X,Turner-Ross,Till No,0.0,2000.0,10334.75,Wednesday,2023-08-23 18:22:59
VYRLDMOKGV,Mark Dickson,Send Money,0.0,100.0,12334.75,Wednesday,2023-08-23 18:12:56
SY3NSN5X2Q,Stacey Fletcher,Receive Money,7000.0,0.0,12434.75,Wednesday,2023-08-23 17:02:26
XYGBYK8XWC,"Anderson, Thompson and Rogers",Till No,0.0,900.0,5434.75,Tuesday,2023-08-22 19:47:22
FHJ4YRGYJE,Mcgee-Palmer,Till No,0.0,205.0,6334.75,Tuesday,2023-08-22 19:28:31
WYZZAJ11GC,Mpesa Charges,Mpesa Charges,0.0,33.0,6539.75,Tuesday,2023-08-22 17:26:53
R44Z7MI321,Kelsey Potter,Send Money,0.0,2500.0,6572.75,Tuesday,2023-08-22 17:26:53
9IO4C2TBOO,Charlotte Davis,Send Money,0.0,2500.0,6572.75,Tuesday,2023-08-22 17:26:53
P6H0BBGHNB,Mpesa Charges,Mpesa Charges,0.0,20.0,9072.75,Monday,2023-08-21 16:32:32
0R0U9IMNV6,"Benitez, Palmer and Lane",Pay Bill,0.0,1939.0,9092.75,Monday,2023-08-21 16:32:32
J2190CCSJ4,Shwari Withdraw,Mshwari Withdraw,10000.0,0.0,11031.75,Monday,2023-08-21 16:30:14
5SAWRFALHA,Michael Sanchez,Send Money,0.0,40.0,1031.75,Sunday,2023-08-20 19:23:10
JMGXCZZ7TK,Mpesa Charges,Mpesa Charges,0.0,5.0,1071.75,Sunday,2023-08-20 16:42:12
3FO4WIL709,White-Fowler,Pay Bill,0.0,500.0,1076.75,Sunday,2023-08-20 16:42:12
8B69TUZXK5,Michael Sanchez,Send Money,0.0,100.0,1576.75,Saturday,2023-08-19 19:59:35
PFRG7S6RPM,"Hill, Matthews and Martin",Till No,0.0,300.0,1676.75,Saturday,2023-08-19 18:50:53
UYVQODWJZZ,Mpesa Charges,Mpesa Charges,0.0,13.0,1976.75,Saturday,2023-08-19 16:44:53
YYX9PVJDN6,Shawn Wise III,Send Money,0.0,610.0,1989.75,Saturday,2023-08-19 16:44:53
PEH7SNVEL4,"Carlson, Smith and Thomas",Till No,0.0,1882.0,2599.75,Saturday,2023-08-19 16:16:09
H8F8WE5R6S,Mpesa Charges,Mpesa Charges,0.0,5.0,4481.75,Saturday,2023-08-19 09:02:49
ZLT1ZE6H7G,"Ramirez, Davis and Smith",Pay Bill,0.0,120.0,4486.75,Saturday,2023-08-19 09:02:49
TR9CH84HQK,Mpesa Charges,Mpesa Charges,0.0,33.0,4606.75,Saturday,2023-08-19 08:38:20
N5U2SQDU5E,Haley Graham,Send Money,0.0,1800.0,4639.75,Saturday,2023-08-19 08:38:20
KJ995S8K9W,Mpesa Charges,Mpesa Charges,0.0,10.0,6439.75,Saturday,2023-08-19 06:33:18
QM9UAF9WRS,Mitchell LLC,Pay Bill,0.0,730.0,6449.75,Saturday,2023-08-19 06:33:18
ACXY4C2K4H,Wells-Day,Till No,0.0,50.0,7179.75,Friday,2023-08-18 20:21:26
RRPRWCZAO4,"Johnson, Craig and Garcia",Till No,0.0,65.0,7229.75,Friday,2023-08-18 20:20:44
CPMIOZAE6T,Laurie Armstrong,Send Money,0.0,40.0,7294.75,Friday,2023-08-18 20:18:43
ST130JQTUU,Mpesa Charges,Mpesa Charges,0.0,7.0,7334.75,Friday,2023-08-18 20:17:16
16OITDIA4U,Michael Sanchez,Send Money,0.0,160.0,7341.75,Friday,2023-08-18 20:17:16
OIMYK94SSG,Michael Kim,Send Money,0.0,100.0,7501.75,Friday,2023-08-18 20:13:58
9834XD70Y9,Mpesa Charges,Mpesa Charges,0.0,7.0,7601.75,Friday,2023-08-18 20:13:31
H9F921EV74,Samantha Walters,Send Money,0.0,350.0,7608.75,Friday,2023-08-18 20:13:31
O9WBIE8VOE,Palmer LLC,Till No,0.0,4000.0,7958.75,Friday,2023-08-18 14:32:21
D01PFXPUDQ,Shwari Withdraw,Mshwari Withdraw,10000.0,0.0,11958.75,Friday,2023-08-18 14:04:07
ZOB53ZAQX7,Morgan Pugh,Send Money,0.0,100.0,1958.75,Thursday,2023-08-17 18:59:47
PQ2AI9VVK5,Morgan Pugh,Send Money,0.0,60.0,2058.75,Thursday,2023-08-17 18:59:15
DZVG6W9KLL,"Wiley, Green and Scott",Till No,0.0,2490.0,2118.75,Thursday,2023-08-17 16:35:57
3UV3638TJP,Joseph Perez,Receive Money,800.0,0.0,4608.75,Thursday,2023-08-17 16:02:09
20FGUGQ5V0,Dorothy Price,Receive Money,800.0,0.0,4608.75,Thursday,2023-08-17 16:02:09
V98G98I7S0,Mark Dickson,Send Money,0.0,80.0,3808.75,Thursday,2023-08-17 15:31:39
8RXDEN30VX,Mpesa Charges,Mpesa Charges,0.0,20.0,3888.75,Thursday,2023-08-17 10:37:30
S6A6QZEWRN,Long LLC,Pay Bill,0.0,2000.0,3908.75,Thursday,2023-08-17 10:37:30
F6UPV5HWIC,Shwari Withdraw,Mshwari Withdraw,5000.0,0.0,5908.75,Thursday,2023-08-17 10:31:50
E1EA58VQCC,Ochoa LLC,Till No,0.0,65.0,908.75,Thursday,2023-08-17 09:39:33
VPY4ESGHXV,Brown-Anderson,Till No,0.0,480.0,973.75,Wednesday,2023-08-16 19:23:10
ZE1QOPBAEQ,Virginia Howard,Pochi,0.0,40.0,1453.75,Wednesday,2023-08-16 18:32:52
AUJ72VMA53,Kim-Everett,Till No,0.0,60.0,1493.75,Wednesday,2023-08-16 18:29:06
7JEGCF81NS,Mpesa Charges,Mpesa Charges,0.0,7.0,1553.75,Tuesday,2023-08-15 19:11:44
XQUBCSOD1R,Michael Sanchez,Send Money,0.0,140.0,1560.75,Tuesday,2023-08-15 19:11:44
8W4Q65FLHA,Alicia Chapman,Send Money,0.0,30.0,1700.75,Tuesday,2023-08-15 19:08:36
PSCYOK7GFU,Mpesa Charges,Mpesa Charges,0.0,13.0,1730.75,Tuesday,2023-08-15 18:44:27
Y3S89BBFRM,Stacey Costa,Send Money,0.0,1000.0,1743.75,Tuesday,2023-08-15 18:44:27
SB4QL7KNNJ,Other,Other,0.0,1000.0,2743.75,Tuesday,2023-08-15 15:36:33
5H59N56BH3,Mpesa Charges,Mpesa Charges,0.0,5.0,3743.75,Monday,2023-08-14 21:04:56
5T1Y39WAPG,White-Fowler,Pay Bill,0.0,500.0,3748.75,Monday,2023-08-14 21:04:56
4X9OC2QDH4,Alicia Chapman,Send Money,0.0,30.0,4248.75,Monday,2023-08-14 18:53:44
5UBTM0GNM2,Tracy Harrison,Pochi,0.0,70.0,4278.75,Sunday,2023-08-13 21:44:27
9COC7G85KG,Patrick Johnson,Pochi,0.0,50.0,4348.75,Sunday,2023-08-13 11:55:40
A8316V3MRB,Mark Brown,Send Money,0.0,50.0,4398.75,Sunday,2023-08-13 11:45:00
KA9L2ZIS1Q,Mpesa Charges,Mpesa Charges,0.0,7.0,4448.75,Sunday,2023-08-13 09:45:13
VZA5PO204D,Samantha Walters,Send Money,0.0,500.0,4455.75,Sunday,2023-08-13 09:45:13
98HYVGJOMG,Mpesa Charges,Mpesa Charges,0.0,7.0,4955.75,Saturday,2023-08-12 19:56:03
2Q2O7VRKD9,Michael Sanchez,Send Money,0.0,165.0,4962.75,Saturday,2023-08-12 19:56:03
WXLPHQZSBD,Shwari Withdraw,Mshwari Withdraw,5000.0,0.0,5127.75,Saturday,2023-08-12 19:55:33
M2D8OR5AFE,Annette Hines,Send Money,0.0,100.0,127.75,Saturday,2023-08-12 14:39:23
0PJXVZGT8C,"Gomez, Rice and Simpson",Till No,0.0,2643.0,227.75,Saturday,2023-08-12 14:33:20
9GO7UKGQQB,Mpesa Charges,Mpesa Charges,0.0,10.0,2870.75,Saturday,2023-08-12 11:06:22
NUG1KRMQT2,Taylor-Robbins,Pay Bill,0.0,1000.0,2880.75,Saturday,2023-08-12 11:06:22
16ADA591WS,Mpesa Charges,Mpesa Charges,0.0,5.0,3880.75,Saturday,2023-08-12 10:33:59
SNRAWYQFA1,"Barajas, Cox and Reid",Pay Bill,0.0,200.0,3885.75,Saturday,2023-08-12 10:33:59
MJ7IX3S35R,"Ho, Howell and Welch",Till No,0.0,250.0,4085.75,Friday,2023-08-11 21:16:31
EPTRK48PAJ,"Johnson, Craig and Garcia",Till No,0.0,255.0,4335.75,Friday,2023-08-11 21:12:54
WW2U2JGPO4,Wells-Day,Till No,0.0,900.0,4590.75,Friday,2023-08-11 21:11:39
T31FWSPT9W,Mpesa Charges,Mpesa Charges,0.0,20.0,5490.75,Friday,2023-08-11 21:04:25
C2MJJLSQOQ,Berger-Young,Pay Bill,0.0,1729.0,5510.75,Friday,2023-08-11 21:04:25
06YHDEXM90,Martinez-Walsh,Till No,0.0,240.0,7239.75,Friday,2023-08-11 16:16:15
BC88J27HA2,Michael Sanchez,Send Money,0.0,90.0,7479.75,Thursday,2023-08-10 19:53:42
X3Z3PV9TVH,Martinez-Walsh,Till No,0.0,30.0,7569.75,Thursday,2023-08-10 10:07:41
C5T68SQC2H,"Hill, Matthews and Martin",Till No,0.0,300.0,7599.75,Wednesday,2023-08-09 18:27:54
5SYUEKF3ME,Mpesa Charges,Mpesa Charges,0.0,23.0,7899.75,Wednesday,2023-08-09 17:53:50
KCLNN55RDP,Eric Duran,Send Money,0.0,1319.0,7922.75,Wednesday,2023-08-09 17:53:50
OULJ3KH69H,Mpesa Charges,Mpesa Charges,0.0,7.0,9241.75,Tuesday,2023-08-08 19:02:48
Q1AALLSMJK,Michael Sanchez,Send Money,0.0,150.0,9248.75,Tuesday,2023-08-08 19:02:48
PQRV7CM5OK,Mpesa Charges,Mpesa Charges,0.0,10.0,9398.75,Monday,2023-08-07 20:52:36
8JBUS17XAE,Davidson-Figueroa,Pay Bill,0.0,760.0,9408.75,Monday,2023-08-07 20:52:36
FR8Y2GWL7R,Shwari Withdraw,Mshwari Withdraw,10000.0,0.0,10168.75,Monday,2023-08-07 20:51:06
YY2QDWCS8X,Mpesa Charges,Mpesa Charges,0.0,5.0,168.75,Monday,2023-08-07 19:16:49
8QT1IF82XM,White-Fowler,Pay Bill,0.0,500.0,173.75,Monday,2023-08-07 19:16:49
JTXLT7OFQ7,Mpesa Charges,Mpesa Charges,0.0,33.0,673.75,Sunday,2023-08-06 15:50:50
A1ORS4FKIT,Veronica Richardson,Send Money,0.0,1574.0,706.75,Sunday,2023-08-06 15:50:50
P7WSLMEFUA,Mpesa Charges,Mpesa Charges,0.0,83.0,2280.75,Saturday,2023-08-05 18:48:21
IA02HCYZLK,"Caldwell, King and Taylor",Pay Bill,0.0,31300.0,2363.75,Saturday,2023-08-05 18:48:21
Q71D9W6JTP,Shwari Withdraw,Mshwari Withdraw,30000.0,0.0,33663.75,Saturday,2023-08-05 18:47:29
QKBV4LW5ER,"Carlson, Smith and Thomas",Till No,0.0,218.0,3663.75,Saturday,2023-08-05 16:43:45
ZPX6LJZWRH,Mpesa Charges,Mpesa Charges,0.0,7.0,3881.75,Saturday,2023-08-05 15:31:30
I0VAO3GRWR,Hector Kramer,Send Money,0.0,350.0,3888.75,Saturday,2023-08-05 15:31:30
WK1GFPJJ64,Theresa Kelly,Send Money,0.0,350.0,3888.75,Saturday,2023-08-05 15:31:30
KP4CSP6G0Z,Wilcox and Sons,Till No,0.0,400.0,4238.75,Saturday,2023-08-05 14:35:21
9HQK7KE3XG,Wilcox and Sons,Till No,0.0,340.0,4638.75,Saturday,2023-08-05 08:51:51
V6U76KQRPL,Mpesa Charges,Mpesa Charges,0.0,13.0,4978.75,Saturday,2023-08-05 07:14:17
HQHY3HOL1H,Joseph Perez,Send Money,0.0,720.0,4991.75,Saturday,2023-08-05 07:14:17
UC2MC0AU6U,Michael Sanchez,Send Money,0.0,100.0,5711.75,Friday,2023-08-04 19:11:39
EIMDQAXD27,Airtime Purchase,Airtime Purchase,0.0,500.0,5811.75,Friday,2023-08-04 08:49:39
4ZV3W8MW14,Mpesa Charges,Mpesa Charges,0.0,33.0,6311.75,Friday,2023-08-04 08:47:09
FRUPKC0O3P,Hector Kramer,Send Money,0.0,2500.0,6344.75,Friday,2023-08-04 08:47:09
VYN5GBJVGT,Theresa Kelly,Send Money,0.0,2500.0,6344.75,Friday,2023-08-04 08:47:09
GXXCH54S7Q,Mpesa Charges,Mpesa Charges,0.0,7.0,8844.75,Thursday,2023-08-03 20:39:58
FPUR7TEWJ3,Benjamin Villanueva,Send Money,0.0,280.0,8851.75,Thursday,2023-08-03 20:39:58
OAMWVDCENS,Mpesa Charges,Mpesa Charges,0.0,15.0,9131.75,Thursday,2023-08-03 17:54:48
2LVVP0T4Y9,"Bridges, Blackwell and Meyer",Pay Bill,0.0,1500.0,9146.75,Thursday,2023-08-03 17:54:48
YA1QL66FE7,John Roberson,Send Money,0.0,40.0,10646.75,Wednesday,2023-08-02 19:55:40
DFMPHWYKPO,Jennifer Hernandez,Send Money,0.0,50.0,10686.75,Wednesday,2023-08-02 19:53:33
7G9F7WY5SE,Mpesa Charges,Mpesa Charges,0.0,42.0,10736.75,Wednesday,2023-08-02 13:54:52
2ZYVY6JZHA,Schultz-Keller,Pay Bill,0.0,6981.0,10778.75,Wednesday,2023-08-02 13:54:52
7RSOD33LH3,Mpesa Charges,Mpesa Charges,0.0,7.0,17759.75,Tuesday,2023-08-01 18:48:41
DC2LVRMP50,Benjamin Villanueva,Send Money,0.0,160.0,17766.75,Tuesday,2023-08-01 18:48:41
IU5O9F61CG,Benjamin Villanueva,Send Money,0.0,60.0,17926.75,Tuesday,2023-08-01 17:43:34
3F2GPX8K9F,Mpesa Charges,Mpesa Charges,0.0,23.0,2151.75,Monday,2023-07-31 20:36:08
CPI7C8YRBD,Javier Moore,Send Money,0.0,1449.0,2174.75,Monday,2023-07-31 20:36:08
C5MF7EV4JO,Mpesa Charges,Mpesa Charges,0.0,5.0,3623.75,Sunday,2023-07-30 20:40:12
08261UNSCI,White-Fowler,Pay Bill,0.0,500.0,3628.75,Sunday,2023-07-30 20:40:12
S8TBHWS53F,Mpesa Charges,Mpesa Charges,0.0,33.0,4128.75,Sunday,2023-07-30 19:16:40
4Y6NW5D7JP,Curtis Murray,Send Money,0.0,2300.0,4161.75,Sunday,2023-07-30 19:16:40
N2JW84Q0ZR,Shwari Withdraw,Mshwari Withdraw,5000.0,0.0,6461.75,Sunday,2023-07-30 19:14:44
NMQK1G0LEK,Mpesa Charges,Mpesa Charges,0.0,13.0,1461.75,Sunday,2023-07-30 12:28:33
1CR1H6Q4JU,Hector Kramer,Send Money,0.0,1000.0,1474.75,Sunday,2023-07-30 12:28:33
95U94R7Z6G,Theresa Kelly,Send Money,0.0,1000.0,1474.75,Sunday,2023-07-30 12:28:33
